scenario,scenario_type,scenario_geography,sector,technology,scenario_year,price_unit,scenario_price,pathway_unit,scenario_pathway,technology_type,scenario_capacity_factor,country_iso2_list,scenario_provider
NGFS2023GCAM_CP,baseline,Global,Power,GasCap,2088,$/MWh,58.7712905361478,GW,2788.0455482,carbontech,0.847121639080041,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,HydroCap,2088,$/MWh,52.8813560790961,GW,1904.1434426,greentech,0.340700770574909,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,NuclearCap,2088,$/MWh,101.694915536723,GW,140.3334905,greentech,0.899383545222445,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,OilCap,2088,$/MWh,58.7712905361478,GW,369.20307784,carbontech,0.846856946765161,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,RenewablesCap,2088,$/MWh,104.012553661999,GW,18674.87570758,greentech,0.326853099847115,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,CoalCap,2089,$/MWh,68.4308623856427,GW,1259.9168046,carbontech,0.849378571304328,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,GasCap,2089,$/MWh,58.7703264453878,GW,2815.9509686,carbontech,0.847212502256962,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,HydroCap,2089,$/MWh,52.8813560790961,GW,1912.3252028,greentech,0.340700770574813,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,NuclearCap,2089,$/MWh,101.694915536723,GW,144.6606759,greentech,0.899383434151819,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,OilCap,2089,$/MWh,58.7703264453878,GW,368.63144452,carbontech,0.846917126680189,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,RenewablesCap,2089,$/MWh,104.48027497858,GW,18823.47780544,greentech,0.327262434020317,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,CoalCap,2090,$/MWh,68.43478890966,GW,1260.081059,carbontech,0.849373122000526,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,GasCap,2090,$/MWh,58.7693623546278,GW,2843.856389,carbontech,0.847301582238951,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,HydroCap,2090,$/MWh,52.8813560790961,GW,1920.506963,greentech,0.340700770574717,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,NuclearCap,2090,$/MWh,101.694915536723,GW,148.9878613,greentech,0.899383329533037,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,OilCap,2090,$/MWh,58.7693623546278,GW,368.0598112,carbontech,0.846977493525946,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,RenewablesCap,2090,$/MWh,104.947996295161,GW,18972.0799033,greentech,0.327665355832073,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,CoalCap,2091,$/MWh,68.4387154336773,GW,1260.0464784,carbontech,0.849369415801196,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,GasCap,2091,$/MWh,58.7683982638677,GW,2863.388691,carbontech,0.847370655118004,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,HydroCap,2091,$/MWh,52.8813560790961,GW,1928.688593,greentech,0.340700770572505,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,NuclearCap,2091,$/MWh,101.694915536723,GW,152.83793282,greentech,0.899383538842708,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,OilCap,2091,$/MWh,58.7683982638677,GW,365.16732556,carbontech,0.847006200331714,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,RenewablesCap,2091,$/MWh,105.415717611741,GW,19118.96446358,greentech,0.328055889188217,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,CoalCap,2092,$/MWh,68.4426419576946,GW,1260.0118978,carbontech,0.849365709398435,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,GasCap,2092,$/MWh,58.7674341731077,GW,2882.920993,carbontech,0.84743879203499906,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,HydroCap,2092,$/MWh,52.8813560790961,GW,1936.870223,greentech,0.340700770570312,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,NuclearCap,2092,$/MWh,101.694915536723,GW,156.68800434,greentech,0.899383737866241,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,OilCap,2092,$/MWh,58.7674341731077,GW,362.27483992,carbontech,0.84703536554096,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,RenewablesCap,2092,$/MWh,105.883438928322,GW,19265.84902386,greentech,0.328440467621719,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,CoalCap,2093,$/MWh,68.4465684817119,GW,1259.9773172,carbontech,0.849362002792228,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,GasCap,2093,$/MWh,58.7664700823477,GW,2902.453295,carbontech,0.84750601188584,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,HydroCap,2093,$/MWh,52.8813560790961,GW,1945.051853,greentech,0.340700770568137,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,NuclearCap,2093,$/MWh,101.694915536723,GW,160.53807586,greentech,0.899383927343691,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,OilCap,2093,$/MWh,58.7664700823477,GW,359.38235428,carbontech,0.847065000222054,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,RenewablesCap,2093,$/MWh,106.351160244903,GW,19412.73358414,greentech,0.328819226304607,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,CoalCap,2094,$/MWh,68.4504950057291,GW,1259.9427366,carbontech,0.849358295982555,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,GasCap,2094,$/MWh,58.7655059915876,GW,2921.985597,carbontech,0.847572333061186,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,HydroCap,2094,$/MWh,52.8813560790961,GW,1953.233483,greentech,0.340700770565981,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,NuclearCap,2094,$/MWh,101.694915536723,GW,164.38814738,greentech,0.899384107945785,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,OilCap,2094,$/MWh,58.7655059915876,GW,356.48986864,carbontech,0.84709511580259,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,RenewablesCap,2094,$/MWh,106.818881561483,GW,19559.61814442,greentech,0.329192296348567,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,CoalCap,2095,$/MWh,68.4544215297464,GW,1259.908156,carbontech,0.849354588969402,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,GasCap,2095,$/MWh,58.7645419008276,GW,2941.517899,carbontech,0.847637773463223,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,HydroCap,2095,$/MWh,52.8813560790961,GW,1961.415113,greentech,0.340700770563843,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,NuclearCap,2095,$/MWh,101.694915536723,GW,168.2382189,greentech,0.89938428028185,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,OilCap,2095,$/MWh,58.7645419008276,GW,353.597383,carbontech,0.847125724084081,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,RenewablesCap,2095,$/MWh,107.286602878064,GW,19706.5027047,greentech,0.329559804956266,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,CoalCap,2096,$/MWh,68.4583480537637,GW,1260.6355962,carbontech,0.849350841288888,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,GasCap,2096,$/MWh,58.7635778100676,GW,2953.3672768,carbontech,0.847688621271747,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,HydroCap,2096,$/MWh,52.8813560790961,GW,1969.5971746,greentech,0.340700770554753,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,NuclearCap,2096,$/MWh,101.694915536723,GW,172.37757294,greentech,0.89938432791606,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,OilCap,2096,$/MWh,58.7635778100676,GW,354.22842486,carbontech,0.847153857967225,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,RenewablesCap,2096,$/MWh,107.754324194645,GW,19839.0821646,greentech,0.329968770265639,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,CoalCap,2097,$/MWh,68.462274577781,GW,1261.3630364,carbontech,0.849347097931022,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,GasCap,2097,$/MWh,58.7626137193076,GW,2965.2166546,carbontech,0.847739062691825,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,HydroCap,2097,$/MWh,52.8813560790961,GW,1977.7792362,greentech,0.340700770545739,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,NuclearCap,2097,$/MWh,101.694915536723,GW,176.51692698,greentech,0.899384373316208,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,OilCap,2097,$/MWh,58.7626137193076,GW,354.85946672,carbontech,0.84718189179015,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,RenewablesCap,2097,$/MWh,108.222045511225,GW,19971.6616245,greentech,0.330372305841537,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,CoalCap,2098,$/MWh,68.4662011017983,GW,1262.0904766,carbontech,0.849343358888328,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,GasCap,2098,$/MWh,58.7616496285475,GW,2977.0660324,carbontech,0.847789102576004,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,HydroCap,2098,$/MWh,52.8813560790961,GW,1985.9612978,greentech,0.3407007705368,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,NuclearCap,2098,$/MWh,101.694915536723,GW,180.65628102,greentech,0.89938441663586,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,OilCap,2098,$/MWh,58.7616496285475,GW,355.49050858,carbontech,0.847209826085715,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,RenewablesCap,2098,$/MWh,108.689766827806,GW,20104.2410844,greentech,0.330770519104747,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,CoalCap,2099,$/MWh,68.470127625815607,GW,1262.8179168,carbontech,0.849339624153349,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,GasCap,2099,$/MWh,58.7606855377875,GW,2988.9154102,carbontech,0.847838745699879,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,HydroCap,2099,$/MWh,52.8813560790961,GW,1994.1433594,greentech,0.340700770527933,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,NuclearCap,2099,$/MWh,101.694915536723,GW,184.79563506,greentech,0.899384458014824,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,OilCap,2099,$/MWh,58.7606855377875,GW,356.12155044,carbontech,0.847237661383004,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,RenewablesCap,2099,$/MWh,109.157488144387,GW,20236.8205443,greentech,0.33116351466103,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,CoalCap,2100,$/MWh,68.4740541498329,GW,1263.545357,carbontech,0.849335893718645,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,GasCap,2100,$/MWh,58.7597214470275,GW,3000.764788,carbontech,0.847887996763615,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,HydroCap,2100,$/MWh,52.8813560790961,GW,2002.325421,greentech,0.340700770519139,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,NuclearCap,2100,$/MWh,101.694915536723,GW,188.9349891,greentech,0.899384497580655,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,OilCap,2100,$/MWh,58.7597214470275,GW,356.7525923,carbontech,0.847265398207357,NA,NGFS2023GCAM
NGFS2023GCAM_CP,baseline,Global,Power,RenewablesCap,2100,$/MWh,109.625209460968,GW,20369.4000042,greentech,0.331551394392735,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2022,$/tonnes,59.1045987778705,EJ/yr,152.23484558,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2023,$/tonnes,60.4526421815106,EJ/yr,149.62088552,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2024,$/tonnes,61.8006855851507,EJ/yr,147.00692546,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2025,$/tonnes,63.1487289887909,EJ/yr,144.3929654,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2026,$/tonnes,63.7066342585216,EJ/yr,133.528322778,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2027,$/tonnes,64.2645395282524,EJ/yr,122.663680156,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2028,$/tonnes,64.8224447979831,EJ/yr,111.79903753400001,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2029,$/tonnes,65.3803500677138,EJ/yr,100.934394912,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2030,$/tonnes,65.9382553374446,EJ/yr,90.06975229,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2031,$/tonnes,67.0039187984423,EJ/yr,83.918957238,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2032,$/tonnes,68.0695822594401,EJ/yr,77.768162186,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2033,$/tonnes,69.1352457204379,EJ/yr,71.617367134,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2034,$/tonnes,70.2009091814356,EJ/yr,65.466572082,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2035,$/tonnes,71.2665726424334,EJ/yr,59.31577703,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2036,$/tonnes,73.3711575729388,EJ/yr,55.937763368,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2037,$/tonnes,75.4757425034443,EJ/yr,52.559749706,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2038,$/tonnes,77.5803274339497,EJ/yr,49.181736044,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2039,$/tonnes,79.6849123644552,EJ/yr,45.803722382,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2040,$/tonnes,81.7894972949606,EJ/yr,42.42570872,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2041,$/tonnes,85.7389904017376,EJ/yr,40.239811204,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2042,$/tonnes,89.6884835085146,EJ/yr,38.053913688,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2043,$/tonnes,93.6379766152916,EJ/yr,35.868016172,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2044,$/tonnes,97.5874697220686,EJ/yr,33.682118656,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2045,$/tonnes,101.536962828846,EJ/yr,31.49622114,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2046,$/tonnes,103.921394881864,EJ/yr,29.95438603,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2047,$/tonnes,106.305826934882,EJ/yr,28.41255092,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2048,$/tonnes,108.690258987901,EJ/yr,26.87071581,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2049,$/tonnes,111.074691040919,EJ/yr,25.3288807,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2050,$/tonnes,113.459123093937,EJ/yr,23.78704559,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2051,$/tonnes,115.197648197265,EJ/yr,22.750276698,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2052,$/tonnes,116.936173300593,EJ/yr,21.713507806,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2053,$/tonnes,118.674698403921,EJ/yr,20.676738914,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2054,$/tonnes,120.413223507249,EJ/yr,19.639970022,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2055,$/tonnes,122.151748610577,EJ/yr,18.60320113,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2056,$/tonnes,122.500497597213,EJ/yr,17.908733394,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2057,$/tonnes,122.849246583848,EJ/yr,17.214265658,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2058,$/tonnes,123.197995570483,EJ/yr,16.519797922,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2059,$/tonnes,123.546744557119,EJ/yr,15.825330186,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2060,$/tonnes,123.895493543754,EJ/yr,15.13086245,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2061,$/tonnes,123.143696848143,EJ/yr,14.816512352,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2062,$/tonnes,122.391900152532,EJ/yr,14.502162254,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2063,$/tonnes,121.640103456921,EJ/yr,14.187812156,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2064,$/tonnes,120.88830676131,EJ/yr,13.873462058,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2065,$/tonnes,120.136510065699,EJ/yr,13.55911196,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2066,$/tonnes,120.072934387857,EJ/yr,13.297116706,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2067,$/tonnes,120.009358710016,EJ/yr,13.035121452,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2068,$/tonnes,119.945783032175,EJ/yr,12.773126198,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2069,$/tonnes,119.882207354333,EJ/yr,12.511130944,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2070,$/tonnes,119.818631676492,EJ/yr,12.24913569,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2071,$/tonnes,120.169965475309,EJ/yr,12.029187054,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2072,$/tonnes,120.521299274126,EJ/yr,11.809238418,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2073,$/tonnes,120.872633072944,EJ/yr,11.589289782,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2074,$/tonnes,121.223966871761,EJ/yr,11.369341146,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2075,$/tonnes,121.575300670578,EJ/yr,11.14939251,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2076,$/tonnes,121.95722266024,EJ/yr,10.9122043032,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2077,$/tonnes,122.339144649903,EJ/yr,10.6750160964,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2078,$/tonnes,122.721066639565,EJ/yr,10.4378278896,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2079,$/tonnes,123.102988629228,EJ/yr,10.2006396828,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2080,$/tonnes,123.484910618891,EJ/yr,9.963451476,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2081,$/tonnes,123.800836957235,EJ/yr,9.7813311138,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2082,$/tonnes,124.116763295579,EJ/yr,9.5992107516,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2083,$/tonnes,124.432689633923,EJ/yr,9.4170903894,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2084,$/tonnes,124.748615972268,EJ/yr,9.2349700272,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2085,$/tonnes,125.064542310612,EJ/yr,9.052849665,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2086,$/tonnes,125.047433527962,EJ/yr,8.8727414712,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2087,$/tonnes,125.030324745312,EJ/yr,8.6926332774,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2088,$/tonnes,125.013215962661,EJ/yr,8.5125250836,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2089,$/tonnes,124.996107180011,EJ/yr,8.3324168898,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2090,$/tonnes,124.978998397361,EJ/yr,8.152308696,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2091,$/tonnes,124.780969502994,EJ/yr,7.9898974644,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2092,$/tonnes,124.582940608628,EJ/yr,7.8274862328,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2093,$/tonnes,124.384911714262,EJ/yr,7.6650750012,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2094,$/tonnes,124.186882819895,EJ/yr,7.5026637696,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2095,$/tonnes,123.988853925529,EJ/yr,7.340252538,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2096,$/tonnes,123.814234833504,EJ/yr,7.2253885124,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2097,$/tonnes,123.639615741478,EJ/yr,7.1105244868,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2098,$/tonnes,123.464996649453,EJ/yr,6.9956604612,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2099,$/tonnes,123.290377557428,EJ/yr,6.8807964356,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Coal,Coal,2100,$/tonnes,123.115758465403,EJ/yr,6.76593241,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Oil&Gas,Gas,2022,$/GJ,5.9805302792,EJ/yr,122.0432415,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Oil&Gas,Oil,2022,$/GJ,14.927178648,EJ/yr,187.56521472,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Oil&Gas,Gas,2023,$/GJ,6.0686901728,EJ/yr,122.0762924,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Oil&Gas,Oil,2023,$/GJ,15.014458212,EJ/yr,188.83820268,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Oil&Gas,Gas,2024,$/GJ,6.1568500664,EJ/yr,122.1093433,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Oil&Gas,Oil,2024,$/GJ,15.101737776,EJ/yr,190.11119064,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Oil&Gas,Gas,2025,$/GJ,6.24500996,EJ/yr,122.1423942,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Oil&Gas,Oil,2025,$/GJ,15.18901734,EJ/yr,191.3841786,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Oil&Gas,Gas,2026,$/GJ,6.3632562032,EJ/yr,118.68998592,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Oil&Gas,Oil,2026,$/GJ,15.28660306,EJ/yr,189.36467128,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Oil&Gas,Gas,2027,$/GJ,6.4815024464,EJ/yr,115.23757764,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Oil&Gas,Oil,2027,$/GJ,15.38418878,EJ/yr,187.34516396,carbontech,1,NA,NGFS2023GCAM
NGFS2023GCAM_NZ2050,target,Global,Oil&Gas,Gas,2028,$/GJ,6.5997486896,EJ/yr,111.78516936,carbontech,1,NA,NGFS2023GCAM
