"year","model","scenario","scenario_geography","variable","unit","carbon_tax"
2047,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",397.103137840636
2048,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",452.527501763455
2049,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",507.951865686273
2050,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",563.376229609091
2051,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",589.379099894182
2052,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",615.381970179273
2053,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",641.384840464364
2054,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",667.387710749455
2055,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",693.390581034546
2056,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",735.104483445273
2057,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",776.818385856
2058,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",818.532288266728
2059,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",860.246190677455
2060,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",901.960093088182
2061,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",908.707212826364
2062,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",915.454332564546
2063,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",922.201452302728
2064,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",928.948572040909
2065,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",935.695691779091
2066,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",948.864151209273
2067,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",962.032610639455
2068,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",975.201070069636
2069,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",988.369529499818
2070,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1001.53798893
2071,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1021.83557414236
2072,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1042.13315935473
2073,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1062.43074456709
2074,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1082.72832977946
2075,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1103.02591499182
2076,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1131.13229907764
2077,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1159.23868316346
2078,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1187.34506724927
2079,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1215.45145133509
2080,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1243.55783542091
2081,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1250.20077169255
2082,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1256.84370796418
2083,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1263.48664423582
2084,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1270.12958050745
2085,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1276.77251677909
2086,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1280.61738280636
2087,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1284.46224883363
2088,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1288.30711486091
2089,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1292.15198088818
2090,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1295.99684691545
2091,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1299.04214617963
2092,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1302.08744544381
2093,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1305.132744708
2094,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1308.17804397218
2095,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1311.22334323636
2096,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1342.48169061163
2097,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1373.74003798691
2098,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1404.99838536218
2099,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1436.25673273746
2100,"GCAM 5.3+ NGFS","NZ2050_Indonesia_market_assumption","Indonesia","Price|Carbon","US$2010/t CO2",1467.51508011273
2015,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2016,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2017,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2018,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2019,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2020,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2021,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2022,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2023,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2024,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2025,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2026,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2027,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2028,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2029,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2030,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2031,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2032,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2033,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2034,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2035,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2036,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2037,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2038,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2039,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2040,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2041,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2042,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2043,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2044,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2045,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2046,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2047,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2048,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2049,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2050,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2051,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2052,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2053,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2054,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2055,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2056,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2057,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2058,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2059,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2060,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2061,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2062,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2063,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2064,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2065,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2066,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2067,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2068,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2069,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2070,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2071,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2072,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2073,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2074,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2075,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2076,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2077,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2078,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2079,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2080,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2081,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2082,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2083,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2084,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2085,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2086,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2087,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2088,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2089,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2090,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2091,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2092,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2093,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2094,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2095,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2096,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2097,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2098,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2099,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2100,"flat_carbon_tax_50","flat_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2015,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2016,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2017,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2018,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2019,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2020,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2021,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2022,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2023,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2024,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2025,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2026,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2027,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2028,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2029,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2030,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2031,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2032,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2033,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2034,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2035,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2036,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2037,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2038,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2039,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2040,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2041,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2042,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2043,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2044,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2045,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2046,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2047,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2048,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2049,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2050,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2051,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2052,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2053,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2054,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2055,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2056,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2057,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2058,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2059,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2060,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2061,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2062,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2063,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2064,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2065,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2066,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2067,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2068,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2069,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2070,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2071,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2072,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2073,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2074,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2075,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2076,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2077,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2078,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2079,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2080,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2081,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2082,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2083,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2084,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2085,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2086,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2087,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2088,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2089,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2090,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2091,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2092,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2093,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2094,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2095,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2096,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2097,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2098,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2099,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2100,"increasing_carbon_tax_50","increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2015,"independent_increasing_carbon_tax_50","independent_increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2016,"independent_increasing_carbon_tax_50","independent_increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2017,"independent_increasing_carbon_tax_50","independent_increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2018,"independent_increasing_carbon_tax_50","independent_increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2019,"independent_increasing_carbon_tax_50","independent_increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2020,"independent_increasing_carbon_tax_50","independent_increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2021,"independent_increasing_carbon_tax_50","independent_increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2022,"independent_increasing_carbon_tax_50","independent_increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2023,"independent_increasing_carbon_tax_50","independent_increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2024,"independent_increasing_carbon_tax_50","independent_increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",0
2025,"independent_increasing_carbon_tax_50","independent_increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",50
2026,"independent_increasing_carbon_tax_50","independent_increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",52.166
2027,"independent_increasing_carbon_tax_50","independent_increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",54.332
2028,"independent_increasing_carbon_tax_50","independent_increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",56.498
2029,"independent_increasing_carbon_tax_50","independent_increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",58.664
2030,"independent_increasing_carbon_tax_50","independent_increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",60.83
2031,"independent_increasing_carbon_tax_50","independent_increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",63.466
2032,"independent_increasing_carbon_tax_50","independent_increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",66.102
2033,"independent_increasing_carbon_tax_50","independent_increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",68.738
2034,"independent_increasing_carbon_tax_50","independent_increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",71.374
2035,"independent_increasing_carbon_tax_50","independent_increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",74.01
2036,"independent_increasing_carbon_tax_50","independent_increasing_carbon_tax_50","Global","Price|Carbon","US$2010/t CO2",77.218
